Date,Open,High,Low,Close,Adj Close,Volume
1999-12-31,9.097801208496094,9.441337585449219,9.026724815368652,9.145186424255371,5.881492614746094,1186045
2000-01-03,9.097801208496094,9.168877601623535,8.71872615814209,8.813494682312012,5.668176651000977,1474642
2000-01-04,8.860878944396973,8.872726440429688,8.434419631958008,8.493650436401367,5.46247673034668,2424850
2000-01-05,8.576573371887207,8.766111373901367,8.410728454589844,8.588418960571289,5.5234270095825195,2854844
2000-01-06,8.493650436401367,8.88457202911377,8.292266845703125,8.683188438415527,5.584375381469727,1281013
2000-01-07,8.71872615814209,8.813494682312012,8.671341896057129,8.754264831542969,5.6300859451293945,1751632
2000-01-10,8.80164909362793,8.93195629119873,8.789802551269531,8.93195629119873,5.744361877441406,2592626
2000-01-11,8.90826416015625,8.955648422241211,8.683188438415527,8.706879615783691,5.599609375,1867704
2000-01-12,8.671341896057129,8.683188438415527,8.398881912231445,8.469958305358887,5.447242259979248,1282068
2000-01-13,8.541034698486328,8.671341896057129,8.541034698486328,8.600264549255371,5.53104305267334,3044780
2000-01-14,8.576573371887207,8.623957633972168,8.398881912231445,8.600264549255371,5.53104305267334,1747411
2000-01-18,8.505496978759766,8.505496978759766,8.315958976745605,8.363343238830566,5.37867546081543,1972169
2000-01-19,8.315958976745605,8.387036323547363,8.197498321533203,8.268574714660645,5.3177266120910645,2894941
2000-01-20,8.256729125976562,8.268574714660645,8.019806861877441,8.090883255004883,5.203448295593262,1182352
2000-01-21,8.090883255004883,8.090883255004883,7.676270008087158,7.806577205657959,5.020602226257324,4429730
2000-01-24,7.771039009094238,7.771039009094238,7.190579891204834,7.202425956726074,4.632060527801514,4488821
2000-01-25,7.249810218811035,7.676270008087158,7.249810218811035,7.6407318115234375,4.913945198059082,3804524
2000-01-26,7.6407318115234375,7.936883926391602,7.617039203643799,7.865807056427002,5.0586957931518555,2309305
2000-01-27,7.652577877044678,8.067191123962402,7.6407318115234375,7.877654075622559,5.066314697265625,4236628
2000-01-28,7.877654075622559,8.043498992919922,7.830268859863281,8.00796127319336,5.150119781494141,3923234
2000-01-31,7.9961137771606445,8.469958305358887,7.9961137771606445,8.173806190490723,5.256776332855225,4537360
2000-02-01,8.161959648132324,8.221190452575684,8.114575386047363,8.197498321533203,5.272014617919922,3269010
2000-02-02,8.173806190490723,8.339651107788086,8.13826847076416,8.185651779174805,5.2643961906433105,2158939
2000-02-03,8.209343910217285,8.327804565429688,8.173806190490723,8.256729125976562,5.31010627746582,927521
2000-02-04,8.315958976745605,8.327804565429688,8.150114059448242,8.197498321533203,5.272014617919922,1120622
2000-02-07,8.197498321533203,8.304113388061523,8.03165340423584,8.173806190490723,5.256776332855225,2507155
2000-02-08,8.173806190490723,8.387036323547363,8.173806190490723,8.304113388061523,5.34058141708374,2540922
2000-02-09,8.327804565429688,8.351496696472168,8.233036041259766,8.268574714660645,5.3177266120910645,3223108
2000-02-10,8.244881629943848,8.280421257019043,7.865807056427002,7.901346206665039,5.081552028656006,1377564
2000-02-11,7.960576057434082,8.019806861877441,7.688116073608398,7.7828850746154785,5.005366802215576,2378421
2000-02-14,7.759192943572998,7.794731140136719,7.652577877044678,7.759192943572998,4.990131378173828,1699400
2000-02-15,7.723653793334961,7.865807056427002,7.699962139129639,7.806577205657959,5.020602226257324,2668601
2000-02-16,7.735499858856201,7.830268859863281,7.735499858856201,7.747345924377441,4.982511520385742,2291367
2000-02-17,7.759192943572998,7.877654075622559,7.747345924377441,7.759192943572998,4.990131378173828,1535316
2000-02-18,7.759192943572998,7.794731140136719,7.451193809509277,7.557808876037598,4.8606133460998535,2646969
2000-02-22,7.557808876037598,7.676270008087158,7.439348220825195,7.534117221832275,4.845378875732422,2453868
2000-02-23,7.510425090789795,7.569654941558838,7.391963958740234,7.451193809509277,4.792048931121826,2994130
2000-02-24,7.451193809509277,7.486732006072998,7.107656955718994,7.3090410232543945,4.700626850128174,2940842
2000-02-25,7.261657238006592,7.427502155303955,7.178733825683594,7.285348892211914,4.685389995574951,1538482
