Date,Bullish,Neutral,Bearish,Total,Bullish 8-Week Mov Avg,Bull-Bear Spread,Bullish Average,Bullish Average + St. Dev,Bullish Average - St. Dev,S&P 500 Weekly High,S&P 500 Weekly Low,S&P 500 Weekly Close
1988-08-05,0.21,0.49,0.3,1.0,0.285,-0.09,0.38024456793632855,0.4808905717049035,0.2795985641677536,272.98,271.15,271.15
1988-08-12,0.26,0.48,0.26,1.0,0.28125,0.0,0.38024456793632855,0.4808905717049035,0.2795985641677536,269.98,261.9,262.55
1988-08-19,0.19,0.53,0.28,1.0,0.26375,-0.09000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,261.03,258.69,260.24
1988-08-26,0.28,0.4,0.32,1.0,0.2425,-0.03999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,261.13,256.98,259.68
1988-09-02,0.18,0.43,0.39,1.0,0.22125,-0.21000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,264.48,258.35,264.48
1988-09-09,0.17,0.52,0.31,1.0,0.21,-0.13999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,266.84,265.59,266.84
1988-09-16,0.24,0.46,0.3,1.0,0.21999999999999997,-0.06,0.38024456793632855,0.4808905717049035,0.2795985641677536,270.65,266.47,270.65
1988-09-23,0.2,0.53,0.27,1.0,0.21624999999999997,-0.07,0.38024456793632855,0.4808905717049035,0.2795985641677536,270.16,268.82,269.76
1988-09-30,0.26,0.44,0.3,1.0,0.22249999999999998,-0.03999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,272.59,268.26,271.91
1988-10-07,0.13,0.49,0.38,1.0,0.20625,-0.25,0.38024456793632855,0.4808905717049035,0.2795985641677536,278.07,270.62,278.07
1988-10-14,0.22,0.46,0.32,1.0,0.21,-0.1,0.38024456793632855,0.4808905717049035,0.2795985641677536,278.24,273.98,275.5
1988-10-21,0.26,0.51,0.23,1.0,0.20750000000000002,0.03,0.38024456793632855,0.4808905717049035,0.2795985641677536,283.66,276.41,283.66
1988-10-28,0.4,0.38,0.22,1.0,0.235,0.18000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,282.38,277.28,278.53
1988-11-04,0.35,0.46,0.19,1.0,0.2575,0.15999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,279.2,276.31,276.31
1988-11-11,0.23,0.56,0.21,1.0,0.25625000000000003,0.020000000000000018,0.38024456793632855,0.4808905717049035,0.2795985641677536,275.15,267.92,267.92
1988-11-18,0.3,0.34,0.36,1.0,0.26875,-0.06,0.38024456793632855,0.4808905717049035,0.2795985641677536,268.34,263.82,266.47
1988-11-25,0.17,0.44,0.39,1.0,0.2575,-0.22,0.38024456793632855,0.4808905717049035,0.2795985641677536,269.0,266.22,267.23
1988-12-02,0.19,0.47,0.34,1.0,0.265,-0.15000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,273.7,268.64,271.81
1988-12-09,0.17,0.44,0.39,1.0,0.25875,-0.22,0.38024456793632855,0.4808905717049035,0.2795985641677536,278.13,274.93,277.03
1988-12-16,0.24,0.54,0.22,1.0,0.25625,0.01999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,276.52,274.28,276.29
1988-12-23,0.22,0.46,0.32,1.0,0.23374999999999996,-0.1,0.38024456793632855,0.4808905717049035,0.2795985641677536,278.91,276.87,277.87
1988-12-30,0.24,0.54,0.22,1.0,0.22,0.01999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,279.4,276.83,277.72
1989-01-06,0.26,0.51,0.23,1.0,0.22374999999999998,0.03,0.38024456793632855,0.4808905717049035,0.2795985641677536,280.67,275.31,280.67
1989-01-13,0.36,0.44,0.2,1.0,0.23125,0.15999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,283.87,280.38,283.87
1989-01-20,0.36,0.47,0.17,1.0,0.255,0.18999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,286.9,283.55,286.63
1989-01-27,0.32,0.49,0.19,1.0,0.27124999999999994,0.13,0.38024456793632855,0.4808905717049035,0.2795985641677536,293.82,284.5,293.82
1989-02-03,0.33,0.44,0.23,1.0,0.29124999999999995,0.1,0.38024456793632855,0.4808905717049035,0.2795985641677536,297.47,294.99,296.97
1989-02-10,0.43,0.31,0.26,1.0,0.315,0.16999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,299.63,292.02,292.02
1989-02-17,0.42,0.41,0.17,1.0,0.34,0.24999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,296.76,291.81,296.76
1989-02-24,0.29,0.45,0.26,1.0,0.34625,0.02999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,295.98,287.13,287.13
1989-03-03,0.29,0.35,0.36,0.9999999999999999,0.35000000000000003,-0.07,0.38024456793632855,0.4808905717049035,0.2795985641677536,291.18,287.11,291.18
1989-03-10,0.13,0.52,0.35,1.0,0.32125,-0.21999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,294.81,292.88,292.88
1989-03-17,0.28,0.43,0.29,1.0,0.31125,-0.009999999999999953,0.38024456793632855,0.4808905717049035,0.2795985641677536,299.44,292.69,292.69
1989-03-23,0.29,0.41,0.3,1.0,0.3075,-0.010000000000000009,0.38024456793632855,0.4808905717049035,0.2795985641677536,291.33,288.98,288.98
1989-03-31,0.18,0.42,0.4,1.0,0.28875,-0.22000000000000003,0.38024456793632855,0.4808905717049035,0.2795985641677536,294.87,290.57,294.87
1989-04-07,0.23,0.45,0.32,1.0,0.26375,-0.09,0.38024456793632855,0.4808905717049035,0.2795985641677536,297.16,295.29,297.16
1989-04-14,0.25,0.42,0.33,1.0,0.2425,-0.08000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,301.36,297.11,301.36
1989-04-21,0.21,0.51,0.28,1.0,0.23249999999999998,-0.07000000000000003,0.38024456793632855,0.4808905717049035,0.2795985641677536,309.61,301.72,309.61
1989-04-28,0.31,0.4,0.29,1.0,0.235,0.020000000000000018,0.38024456793632855,0.4808905717049035,0.2795985641677536,309.64,306.75,309.64
1989-05-05,0.3,0.4,0.3,1.0,0.25625,0.0,0.38024456793632855,0.4808905717049035,0.2795985641677536,309.12,307.61,307.61
1989-05-12,0.38,0.43,0.19,1.0,0.26875,0.19,0.38024456793632855,0.4808905717049035,0.2795985641677536,313.84,305.19,313.84
1989-05-19,0.43,0.38,0.19,1.0,0.28625,0.24,0.38024456793632855,0.4808905717049035,0.2795985641677536,321.24,315.28,321.24
1989-05-26,0.48,0.31,0.21,1.0,0.32375000000000004,0.27,0.38024456793632855,0.4808905717049035,0.2795985641677536,321.98,318.32,321.59
1989-06-02,0.42,0.27,0.31,1.0,0.34750000000000003,0.10999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,325.52,319.05,325.52
1989-06-09,0.43,0.34,0.23,1.0,0.37000000000000005,0.19999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,326.95,322.03,326.69
1989-06-16,0.32,0.37,0.31,1.0,0.38375,0.010000000000000009,0.38024456793632855,0.4808905717049035,0.2795985641677536,326.24,320.08,321.35
1989-06-23,0.33,0.22,0.45,1.0,0.38625,-0.12,0.38024456793632855,0.4808905717049035,0.2795985641677536,328.0,320.48,328.0
1989-06-30,0.4,0.34,0.26,1.0,0.39875,0.14,0.38024456793632855,0.4808905717049035,0.2795985641677536,328.44,317.98,317.98
1989-07-07,0.37,0.32,0.31,1.0,0.39749999999999996,0.06,0.38024456793632855,0.4808905717049035,0.2795985641677536,324.91,319.23,324.91
1989-07-14,0.22,0.3,0.48,1.0,0.37125,-0.26,0.38024456793632855,0.4808905717049035,0.2795985641677536,331.84,327.07,331.84
1989-07-21,0.32,0.39,0.29,1.0,0.35125,0.030000000000000027,0.38024456793632855,0.4808905717049035,0.2795985641677536,335.9,331.35,335.9
1989-07-28,0.41,0.25,0.34,1.0,0.35000000000000003,0.06999999999999995,0.38024456793632855,0.4808905717049035,0.2795985641677536,342.15,333.67,342.15
1989-08-04,0.35,0.3,0.35,0.9999999999999999,0.34,0.0,0.38024456793632855,0.4808905717049035,0.2795985641677536,346.08,343.75,343.92
1989-08-11,0.53,0.21,0.26,1.0,0.3662500000000001,0.27,0.38024456793632855,0.4808905717049035,0.2795985641677536,349.41,344.74,344.74
1989-08-18,0.35,0.28,0.37,1.0,0.36874999999999997,-0.020000000000000018,0.38024456793632855,0.4808905717049035,0.2795985641677536,346.03,343.06,346.03
1989-08-25,0.45,0.24,0.31,1.0,0.37500000000000006,0.14,0.38024456793632855,0.4808905717049035,0.2795985641677536,351.52,340.67,350.52
1989-09-01,0.34,0.3,0.36,1.0,0.37124999999999997,-0.019999999999999962,0.38024456793632855,0.4808905717049035,0.2795985641677536,353.73,349.84,353.73
1989-09-08,0.3,0.3,0.4,1.0,0.38125,-0.10000000000000003,0.38024456793632855,0.4808905717049035,0.2795985641677536,352.56,348.35,348.76
1989-09-15,0.31,0.44,0.25,1.0,0.38,0.06,0.38024456793632855,0.4808905717049035,0.2795985641677536,348.7,343.16,345.06
1989-09-22,0.24,0.37,0.39,1.0,0.35875,-0.15000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,347.05,345.7,347.05
1989-09-29,0.33,0.38,0.29,1.0,0.35625000000000007,0.040000000000000036,0.38024456793632855,0.4808905717049035,0.2795985641677536,349.15,344.23,349.15
