Date,Bullish,Neutral,Bearish,Total,Bullish 8-Week Mov Avg,Bull-Bear Spread,Bullish Average,Bullish Average + St. Dev,Bullish Average - St. Dev,S&P 500 Weekly High,S&P 500 Weekly Low,S&P 500 Weekly Close
1994-07-14,0.25,0.4,0.35,1.0,0.3025,-0.09999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,454.33,444.65,454.16
1994-07-21,0.34,0.38,0.28,1.0,0.30874999999999997,0.06,0.38024456793632855,0.4808905717049035,0.2795985641677536,455.71,450.69,453.11
1994-07-28,0.27,0.42,0.31,1.0,0.29375,-0.03999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,459.33,451.36,458.26
1994-08-04,0.22,0.52,0.26,1.0,0.28625000000000006,-0.04000000000000001,0.38024456793632855,0.4808905717049035,0.2795985641677536,462.77,456.08,457.09
1994-08-11,0.34,0.37,0.29,1.0,0.28875,0.050000000000000044,0.38024456793632855,0.4808905717049035,0.2795985641677536,462.27,456.66,461.94
1994-08-18,0.3,0.4,0.3,1.0,0.29,0.0,0.38024456793632855,0.4808905717049035,0.2795985641677536,465.91,459.89,463.68
1994-08-25,0.32,0.39,0.29,1.0,0.29,0.030000000000000027,0.38024456793632855,0.4808905717049035,0.2795985641677536,474.65,461.46,473.8
1994-09-01,0.43,0.34,0.23,1.0,0.30875,0.19999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,477.59,470.67,470.99
1994-09-08,0.47,0.33,0.2,1.0,0.33625000000000005,0.26999999999999996,0.38024456793632855,0.4808905717049035,0.2795985641677536,473.4,466.55,468.18
1994-09-15,0.45,0.25,0.3,1.0,0.35000000000000003,0.15000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,474.81,466.15,471.19
1994-09-22,0.37,0.36,0.27,1.0,0.36250000000000004,0.09999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,473.15,458.47,459.67
1994-09-29,0.38,0.32,0.3,1.0,0.3825,0.08000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,464.84,459.01,462.69
1994-10-06,0.33,0.39,0.28,1.0,0.38125,0.04999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,463.31,449.27,455.1
1994-10-13,0.35,0.39,0.26,1.0,0.3875,0.08999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,471.3,455.1,469.1
1994-10-20,0.39,0.33,0.28,1.0,0.39625,0.10999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,471.43,463.83,464.89
1994-10-27,0.43,0.38,0.19,1.0,0.39625000000000005,0.24,0.38024456793632855,0.4808905717049035,0.2795985641677536,473.78,458.26,473.77
1994-11-03,0.4,0.35,0.25,1.0,0.38750000000000007,0.15000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,474.74,462.28,462.28
1994-11-10,0.37,0.31,0.32,1.0,0.37750000000000006,0.04999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,469.95,461.25,462.35
1994-11-17,0.39,0.22,0.39,1.0,0.38000000000000006,0.0,0.38024456793632855,0.4808905717049035,0.2795985641677536,468.51,460.25,461.47
1994-11-23,0.39,0.32,0.29,1.0,0.38125000000000003,0.10000000000000003,0.38024456793632855,0.4808905717049035,0.2795985641677536,466.25,444.18,449.93
1994-11-30,0.44,0.3,0.26,1.0,0.395,0.18,0.38024456793632855,0.4808905717049035,0.2795985641677536,457.13,447.97,453.3
1994-12-08,0.3,0.35,0.35,0.9999999999999999,0.38875000000000004,-0.04999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,455.04,442.88,446.96
1994-12-15,0.33,0.35,0.32,1.0,0.38125000000000003,0.010000000000000009,0.38024456793632855,0.4808905717049035,0.2795985641677536,458.8,445.62,458.8
1994-12-22,0.42,0.25,0.33,1.0,0.38,0.08999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,461.7,455.34,459.67
1994-12-29,0.4,0.43,0.17,1.0,0.37999999999999995,0.23,0.38024456793632855,0.4808905717049035,0.2795985641677536,462.73,459.0,459.27
1995-01-05,0.44,0.31,0.25,1.0,0.38875,0.19,0.38024456793632855,0.4808905717049035,0.2795985641677536,462.49,457.2,460.68
1995-01-12,0.36,0.42,0.22,1.0,0.385,0.13999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,466.43,459.74,465.97
1995-01-19,0.37,0.39,0.24,1.0,0.3825,0.13,0.38024456793632855,0.4808905717049035,0.2795985641677536,470.43,463.99,464.78
1995-01-26,0.38,0.37,0.25,1.0,0.375,0.13,0.38024456793632855,0.4808905717049035,0.2795985641677536,471.36,464.4,470.39
1995-02-02,0.38,0.37,0.25,1.0,0.38499999999999995,0.13,0.38024456793632855,0.4808905717049035,0.2795985641677536,479.91,467.49,478.64
1995-02-09,0.34,0.43,0.23,1.0,0.38625,0.11000000000000001,0.38024456793632855,0.4808905717049035,0.2795985641677536,482.6,478.36,481.46
1995-02-16,0.43,0.37,0.2,1.0,0.3875,0.22999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,485.54,480.89,481.97
1995-02-23,0.46,0.37,0.17,1.0,0.39499999999999996,0.29000000000000004,0.38024456793632855,0.4808905717049035,0.2795985641677536,489.19,481.97,488.11
1995-03-02,0.53,0.26,0.21,1.0,0.40625,0.32000000000000006,0.38024456793632855,0.4808905717049035,0.2795985641677536,488.11,483.07,485.42
1995-03-09,0.48,0.34,0.18,1.0,0.42124999999999996,0.3,0.38024456793632855,0.4808905717049035,0.2795985641677536,490.37,479.7,489.57
1995-03-16,0.39,0.41,0.2,1.0,0.42375,0.19,0.38024456793632855,0.4808905717049035,0.2795985641677536,496.67,489.35,495.52
1995-03-23,0.47,0.3,0.23,1.0,0.43499999999999994,0.23999999999999996,0.38024456793632855,0.4808905717049035,0.2795985641677536,500.97,493.67,500.97
1995-03-30,0.52,0.23,0.25,1.0,0.45250000000000007,0.27,0.38024456793632855,0.4808905717049035,0.2795985641677536,508.15,495.7,500.71
1995-04-06,0.42,0.25,0.33,1.0,0.46249999999999997,0.08999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,507.19,500.2,506.42
1995-04-13,0.4,0.23,0.37,1.0,0.45875,0.030000000000000027,0.38024456793632855,0.4808905717049035,0.2795985641677536,509.83,503.59,509.23
1995-04-20,0.37,0.27,0.36,1.0,0.44749999999999995,0.010000000000000009,0.38024456793632855,0.4808905717049035,0.2795985641677536,508.49,501.19,508.49
1995-04-27,0.52,0.29,0.19,1.0,0.44625,0.33,0.38024456793632855,0.4808905717049035,0.2795985641677536,515.29,507.44,514.71
1995-05-04,0.42,0.27,0.31,1.0,0.43875,0.10999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,525.4,513.03,520.12
1995-05-11,0.44,0.26,0.3,1.0,0.445,0.14,0.38024456793632855,0.4808905717049035,0.2795985641677536,527.05,519.14,525.55
1995-05-18,0.42,0.23,0.35,1.0,0.43875,0.07,0.38024456793632855,0.4808905717049035,0.2795985641677536,529.08,517.07,519.19
1995-05-25,0.44,0.26,0.3,1.0,0.42874999999999996,0.14,0.38024456793632855,0.4808905717049035,0.2795985641677536,531.91,519.19,523.65
1995-06-01,0.39,0.34,0.27,1.0,0.425,0.12,0.38024456793632855,0.4808905717049035,0.2795985641677536,536.91,521.38,532.51
1995-06-08,0.44,0.25,0.31,1.0,0.43,0.13,0.38024456793632855,0.4808905717049035,0.2795985641677536,537.73,526.0,527.94
1995-06-15,0.36,0.31,0.33,1.0,0.42874999999999996,0.02999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,539.98,527.94,539.83
1995-06-22,0.48,0.21,0.31,1.0,0.42374999999999996,0.16999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,551.07,539.83,549.71
1995-06-29,0.35,0.28,0.37,1.0,0.415,-0.020000000000000018,0.38024456793632855,0.4808905717049035,0.2795985641677536,549.79,540.79,544.75
1995-07-06,0.35,0.34,0.31,1.0,0.40375,0.03999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,556.37,544.43,556.37
1995-07-13,0.44,0.18,0.38,1.0,0.40625,0.06,0.38024456793632855,0.4808905717049035,0.2795985641677536,562.0,553.8,559.89
1995-07-20,0.43,0.3,0.27,1.0,0.405,0.15999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,562.72,550.98,553.62
1995-07-27,0.41,0.26,0.33,1.0,0.40750000000000003,0.07999999999999996,0.38024456793632855,0.4808905717049035,0.2795985641677536,565.4,553.62,562.93
1995-08-03,0.38,0.34,0.28,1.0,0.4,0.09999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,565.62,554.1,558.94
1995-08-10,0.4,0.3,0.3,1.0,0.40499999999999997,0.10000000000000003,0.38024456793632855,0.4808905717049035,0.2795985641677536,561.59,553.04,555.11
1995-08-17,0.36,0.43,0.21,1.0,0.38999999999999996,0.15,0.38024456793632855,0.4808905717049035,0.2795985641677536,561.24,554.76,559.21
1995-08-24,0.35,0.28,0.37,1.0,0.38999999999999996,-0.020000000000000018,0.38024456793632855,0.4808905717049035,0.2795985641677536,563.34,555.2,560.1
1995-08-31,0.38,0.42,0.2,1.0,0.39375,0.18,0.38024456793632855,0.4808905717049035,0.2795985641677536,564.62,555.71,563.84
1995-09-07,0.37,0.36,0.27,1.0,0.385,0.09999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,572.68,563.84,572.68
1995-09-14,0.46,0.32,0.22,1.0,0.38875,0.24000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,585.07,572.68,583.35
1995-09-21,0.46,0.25,0.29,1.0,0.395,0.17000000000000004,0.38024456793632855,0.4808905717049035,0.2795985641677536,586.79,578.25,581.73
1995-09-28,0.42,0.27,0.31,1.0,0.39999999999999997,0.10999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,587.61,574.68,584.41
1995-10-05,0.39,0.37,0.24,1.0,0.39875,0.15000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,585.05,578.48,582.49
1995-10-12,0.41,0.3,0.29,1.0,0.405,0.12,0.38024456793632855,0.4808905717049035,0.2795985641677536,587.39,571.55,584.5
1995-10-19,0.47,0.32,0.21,1.0,0.42000000000000004,0.26,0.38024456793632855,0.4808905717049035,0.2795985641677536,590.66,581.9,587.46
1995-10-26,0.46,0.33,0.21,1.0,0.43000000000000005,0.25,0.38024456793632855,0.4808905717049035,0.2795985641677536,587.46,572.53,579.7
1995-11-02,0.47,0.34,0.19,1.0,0.4425,0.27999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,590.57,579.7,590.57
1995-11-09,0.49,0.35,0.16,1.0,0.44625000000000004,0.32999999999999996,0.38024456793632855,0.4808905717049035,0.2795985641677536,593.9,584.24,592.72
1995-11-16,0.46,0.31,0.23,1.0,0.44625000000000004,0.23,0.38024456793632855,0.4808905717049035,0.2795985641677536,600.14,588.36,600.07
1995-11-22,0.48,0.18,0.34,1.0,0.45375000000000004,0.13999999999999996,0.38024456793632855,0.4808905717049035,0.2795985641677536,600.71,595.42,598.4
1995-11-30,0.51,0.3,0.19,1.0,0.46875,0.32,0.38024456793632855,0.4808905717049035,0.2795985641677536,608.69,599.02,606.98
1995-12-07,0.48,0.28,0.24,1.0,0.4775,0.24,0.38024456793632855,0.4808905717049035,0.2795985641677536,621.11,606.85,617.48
1995-12-14,0.51,0.23,0.26,1.0,0.48250000000000004,0.25,0.38024456793632855,0.4808905717049035,0.2795985641677536,621.69,616.34,616.34
1995-12-21,0.48,0.28,0.24,1.0,0.48500000000000004,0.24,0.38024456793632855,0.4808905717049035,0.2795985641677536,616.34,605.05,611.96
1995-12-28,0.46,0.34,0.2,1.0,0.48374999999999996,0.26,0.38024456793632855,0.4808905717049035,0.2795985641677536,615.93,611.96,615.93
1996-01-04,0.55,0.18,0.27,1.0,0.49124999999999996,0.28,0.38024456793632855,0.4808905717049035,0.2795985641677536,624.52,612.02,616.71
1996-01-11,,,,,,,0.38024456793632855,0.4808905717049035,0.2795985641677536,619.15,597.29,601.81
1996-01-18,0.42,0.29,0.29,1.0,,0.13,0.38024456793632855,0.4808905717049035,0.2795985641677536,612.92,598.47,611.83
1996-01-25,0.36,0.4,0.24,1.0,,0.12,0.38024456793632855,0.4808905717049035,0.2795985641677536,621.62,610.65,621.62
1996-02-01,0.54,0.31,0.15,1.0,,0.39,0.38024456793632855,0.4808905717049035,0.2795985641677536,639.26,621.42,635.84
1996-02-08,0.53,0.31,0.16,1.0,,0.37,0.38024456793632855,0.4808905717049035,0.2795985641677536,656.37,641.43,656.37
1996-02-15,0.54,0.21,0.25,1.0,,0.29000000000000004,0.38024456793632855,0.4808905717049035,0.2795985641677536,664.23,646.99,647.98
1996-02-22,0.49,0.22,0.29,1.0,,0.2,0.38024456793632855,0.4808905717049035,0.2795985641677536,663.0,638.79,659.08
1996-02-29,0.45,0.28,0.27,1.0,,0.18,0.38024456793632855,0.4808905717049035,0.2795985641677536,659.08,635.0,644.37
1996-03-07,0.44,0.28,0.28,1.0,0.47125,0.15999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,656.97,627.63,633.5
1996-03-14,0.36,0.35,0.29,1.0,0.46375,0.07,0.38024456793632855,0.4808905717049035,0.2795985641677536,641.43,637.09,641.43
1996-03-21,0.47,0.31,0.22,1.0,0.47750000000000004,0.24999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,656.18,641.43,650.62
1996-03-28,0.45,0.31,0.24,1.0,0.46625000000000005,0.21000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,652.97,645.5,645.5
1996-04-04,0.4,0.43,0.17,1.0,0.45,0.23,0.38024456793632855,0.4808905717049035,0.2795985641677536,656.68,645.5,655.86
1996-04-11,0.4,0.42,0.18,1.0,0.4325,0.22000000000000003,0.38024456793632855,0.4808905717049035,0.2795985641677536,655.86,624.14,636.71
1996-04-18,0.36,0.38,0.26,1.0,0.41624999999999995,0.09999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,647.32,631.18,645.07
1996-04-25,0.28,0.4,0.32,1.0,0.395,-0.03999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,656.43,643.61,653.46
1996-05-02,0.48,0.31,0.21,1.0,0.39999999999999997,0.27,0.38024456793632855,0.4808905717049035,0.2795985641677536,656.44,640.23,641.63
1996-05-09,0.46,0.38,0.16,1.0,0.4124999999999999,0.30000000000000004,0.38024456793632855,0.4808905717049035,0.2795985641677536,652.09,638.26,652.09
1996-05-16,0.37,0.4,0.23,1.0,0.4,0.13999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,669.84,645.44,668.91
1996-05-23,0.51,0.35,0.14,1.0,0.4075000000000001,0.37,0.38024456793632855,0.4808905717049035,0.2795985641677536,681.1,667.64,678.51
1996-05-30,0.61,0.29,0.1,0.9999999999999999,0.43375,0.51,0.38024456793632855,0.4808905717049035,0.2795985641677536,679.98,664.56,669.12
1996-06-06,0.47,0.28,0.25,1.0,0.4425,0.21999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,680.32,662.48,673.31
1996-06-13,0.49,0.28,0.23,1.0,0.45875,0.26,0.38024456793632855,0.4808905717049035,0.2795985641677536,676.72,664.35,665.85
1996-06-20,0.42,0.32,0.26,1.0,0.47625000000000006,0.15999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,668.27,661.34,666.84
1996-06-27,0.42,0.41,0.17,1.0,0.46875,0.24999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,672.68,661.56,670.63
1996-07-03,0.32,0.44,0.24,1.0,0.45125,0.08000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,675.88,670.21,672.4
1996-07-11,0.4,0.35,0.25,1.0,0.45499999999999996,0.15000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,657.65,639.52,646.19
1996-07-18,0.29,0.45,0.26,1.0,0.4275,0.02999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,646.19,605.88,638.73
1996-07-25,0.3,0.32,0.38,1.0,0.38874999999999993,-0.08000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,638.73,616.43,635.9
1996-08-01,0.29,0.38,0.33,1.0,0.36624999999999996,-0.040000000000000036,0.38024456793632855,0.4808905717049035,0.2795985641677536,662.49,629.22,662.49
1996-08-08,0.27,0.42,0.31,1.0,0.33875,-0.03999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,665.37,656.83,662.1
1996-08-15,0.43,0.37,0.2,1.0,0.34,0.22999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,666.34,658.47,665.21
1996-08-22,0.28,0.46,0.26,1.0,0.3225,0.020000000000000018,0.38024456793632855,0.4808905717049035,0.2795985641677536,670.68,662.16,667.03
1996-08-29,0.28,0.43,0.29,1.0,0.3175,-0.009999999999999953,0.38024456793632855,0.4808905717049035,0.2795985641677536,670.68,650.52,651.99
1996-09-05,0.29,0.35,0.36,0.9999999999999999,0.30374999999999996,-0.07,0.38024456793632855,0.4808905717049035,0.2795985641677536,658.21,643.97,655.68
1996-09-12,0.26,0.46,0.28,1.0,0.30000000000000004,-0.020000000000000018,0.38024456793632855,0.4808905717049035,0.2795985641677536,681.39,655.68,680.54
1996-09-19,0.28,0.41,0.31,1.0,0.2975,-0.02999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,687.07,679.06,687.03
1996-09-26,0.34,0.39,0.27,1.0,0.30374999999999996,0.07,0.38024456793632855,0.4808905717049035,0.2795985641677536,690.88,681.01,686.19
1996-10-03,0.4,0.31,0.29,1.0,0.32,0.11000000000000004,0.38024456793632855,0.4808905717049035,0.2795985641677536,701.74,686.03,701.46
1996-10-10,0.38,0.36,0.26,1.0,0.31375000000000003,0.12,0.38024456793632855,0.4808905717049035,0.2795985641677536,705.76,693.34,700.66
1996-10-17,0.39,0.36,0.25,1.0,0.3275,0.14,0.38024456793632855,0.4808905717049035,0.2795985641677536,711.04,699.07,710.82
1996-10-24,0.42,0.33,0.25,1.0,0.34500000000000003,0.16999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,714.1,700.53,700.92
1996-10-31,0.37,0.29,0.34,1.0,0.35500000000000004,0.02999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,708.6,696.22,703.77
1996-11-07,0.26,0.45,0.29,1.0,0.355,-0.02999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,730.82,702.84,730.82
1996-11-14,0.37,0.34,0.29,1.0,0.3662500000000001,0.08000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,741.92,728.03,737.62
1996-11-21,0.43,0.3,0.27,1.0,0.3775,0.15999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,748.73,737.02,748.73
1996-11-27,0.52,0.27,0.21,1.0,0.3925,0.31000000000000005,0.38024456793632855,0.4808905717049035,0.2795985641677536,762.12,741.08,755.0
1996-12-05,0.41,0.26,0.33,1.0,0.39625000000000005,0.07999999999999996,0.38024456793632855,0.4808905717049035,0.2795985641677536,761.75,726.98,739.6
1996-12-12,0.4,0.28,0.32,1.0,0.3975,0.08000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,753.43,718.98,728.64
1996-12-19,0.33,0.28,0.39,1.0,0.38625,-0.06,0.38024456793632855,0.4808905717049035,0.2795985641677536,755.41,716.69,748.87
1996-12-26,0.37,0.33,0.3,1.0,0.38625000000000004,0.07,0.38024456793632855,0.4808905717049035,0.2795985641677536,756.79,746.92,756.79
1997-01-02,0.43,0.33,0.24,1.0,0.40750000000000003,0.19,0.38024456793632855,0.4808905717049035,0.2795985641677536,753.85,737.01,748.03
1997-01-09,0.36,0.39,0.25,1.0,0.40625,0.10999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,759.65,742.18,759.5
1997-01-16,0.42,0.32,0.26,1.0,0.405,0.15999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,776.17,759.51,776.17
1997-01-23,0.37,0.41,0.22,1.0,0.38625000000000004,0.15,0.38024456793632855,0.4808905717049035,0.2795985641677536,794.67,768.17,770.52
1997-01-30,0.51,0.33,0.16,1.0,0.39875000000000005,0.35,0.38024456793632855,0.4808905717049035,0.2795985641677536,791.86,761.75,786.16
1997-02-06,0.47,0.29,0.24,1.0,0.4075,0.22999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,789.72,773.43,789.56
1997-02-13,0.45,0.37,0.18,1.0,0.4225,0.27,0.38024456793632855,0.4808905717049035,0.2795985641677536,812.93,780.95,808.48
1997-02-20,0.44,0.36,0.2,1.0,0.43124999999999997,0.24,0.38024456793632855,0.4808905717049035,0.2795985641677536,817.68,799.99,801.77
1997-02-27,0.63,0.22,0.15,1.0,0.45625,0.48,0.38024456793632855,0.4808905717049035,0.2795985641677536,812.85,788.5,790.82
1997-03-06,0.43,0.37,0.2,1.0,0.465,0.22999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,808.19,785.66,804.97
1997-03-13,0.34,0.36,0.3,1.0,0.455,0.040000000000000036,0.38024456793632855,0.4808905717049035,0.2795985641677536,814.9,789.44,793.17
1997-03-20,0.36,0.42,0.22,1.0,0.45375,0.13999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,797.18,786.29,784.1
1997-03-27,0.27,0.4,0.33,1.0,0.42374999999999996,-0.06,0.38024456793632855,0.4808905717049035,0.2795985641677536,790.89,773.88,773.88
1997-04-03,0.29,0.4,0.31,1.0,0.40125,-0.020000000000000018,0.38024456793632855,0.4808905717049035,0.2795985641677536,759.64,750.32,757.9
1997-04-10,0.26,0.37,0.37,1.0,0.37750000000000006,-0.10999999999999999,0.38024456793632855,0.4808905717049035,0.2795985641677536,769.53,737.64,737.65
1997-04-17,0.31,0.41,0.28,1.0,0.36125,0.02999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,768.55,733.54,766.34
1997-04-24,0.28,0.4,0.32,1.0,0.3175,-0.03999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,779.89,756.38,765.37
1997-05-01,0.27,0.44,0.29,1.0,0.29750000000000004,-0.019999999999999962,0.38024456793632855,0.4808905717049035,0.2795985641677536,812.99,763.3,812.97
1997-05-08,0.3,0.44,0.26,1.0,0.2925,0.03999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,832.29,811.8,824.78
1997-05-15,0.41,0.36,0.23,1.0,0.29875,0.17999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,842.45,824.78,829.75
1997-05-22,0.4,0.35,0.25,1.0,0.315,0.15000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,848.49,826.41,847.03
1997-05-29,0.4,0.4,0.2,1.0,0.32875,0.2,0.38024456793632855,0.4808905717049035,0.2795985641677536,851.87,831.87,848.28
1997-06-05,0.52,0.33,0.15,1.0,0.36125,0.37,0.38024456793632855,0.4808905717049035,0.2795985641677536,859.24,838.82,858.01
1997-06-12,0.49,0.35,0.16,1.0,0.38375000000000004,0.32999999999999996,0.38024456793632855,0.4808905717049035,0.2795985641677536,894.69,858.01,893.27
1997-06-19,0.59,0.26,0.15,1.0,0.4225,0.43999999999999995,0.38024456793632855,0.4808905717049035,0.2795985641677536,901.77,886.19,898.7
1997-06-26,0.52,0.25,0.23,1.0,0.45374999999999993,0.29000000000000004,0.38024456793632855,0.4808905717049035,0.2795985641677536,902.09,878.43,887.3
1997-07-03,0.45,0.3,0.25,1.0,0.4725,0.2,0.38024456793632855,0.4808905717049035,0.2795985641677536,917.82,879.82,916.92
1997-07-10,0.49,0.33,0.18,1.0,0.48250000000000004,0.31,0.38024456793632855,0.4808905717049035,0.2795985641677536,923.26,902.48,916.68
1997-07-17,0.54,0.3,0.16,1.0,0.5,0.38,0.38024456793632855,0.4808905717049035,0.2795985641677536,939.32,912.02,915.3
1997-07-24,0.53,0.25,0.22,1.0,0.5162500000000001,0.31000000000000005,0.38024456793632855,0.4808905717049035,0.2795985641677536,945.65,907.12,938.79
1997-07-31,0.48,0.26,0.26,1.0,0.51125,0.21999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,955.35,932.56,947.14
1997-08-07,0.49,0.28,0.23,1.0,0.51125,0.26,0.38024456793632855,0.4808905717049035,0.2795985641677536,964.17,925.74,933.54
1997-08-14,0.49,0.3,0.21,1.0,0.49875,0.28,0.38024456793632855,0.4808905717049035,0.2795985641677536,942.99,900.81,900.81
1997-08-21,0.47,0.33,0.2,1.0,0.49249999999999994,0.26999999999999996,0.38024456793632855,0.4808905717049035,0.2795985641677536,939.47,905.52,923.55
1997-08-28,0.5,0.28,0.22,1.0,0.49875,0.28,0.38024456793632855,0.4808905717049035,0.2795985641677536,920.16,899.47,899.47
1997-09-04,0.37,0.38,0.25,1.0,0.48375,0.12,0.38024456793632855,0.4808905717049035,0.2795985641677536,940.37,899.47,929.05
1997-09-11,0.42,0.36,0.22,1.0,0.46875,0.19999999999999998,0.38024456793632855,0.4808905717049035,0.2795985641677536,938.9,902.56,923.91
1997-09-18,0.4,0.44,0.16,1.0,0.45249999999999996,0.24000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,952.35,919.41,950.51
1997-09-25,0.39,0.42,0.19,1.0,0.44125,0.2,0.38024456793632855,0.4808905717049035,0.2795985641677536,960.59,937.38,945.22
1997-10-02,0.38,0.43,0.19,1.0,0.4275,0.19,0.38024456793632855,0.4808905717049035,0.2795985641677536,975.47,941.94,965.03
1997-10-09,0.43,0.43,0.14,1.0,0.42,0.29,0.38024456793632855,0.4808905717049035,0.2795985641677536,983.12,963.34,966.98
1997-10-16,0.43,0.36,0.21,1.0,0.41500000000000004,0.22,0.38024456793632855,0.4808905717049035,0.2795985641677536,973.46,931.58,944.16
1997-10-23,0.4,0.46,0.14,1.0,0.4025,0.26,0.38024456793632855,0.4808905717049035,0.2795985641677536,972.61,937.55,941.64
1997-10-30,0.41,0.36,0.23,1.0,0.40750000000000003,0.17999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,941.64,855.27,914.62
1997-11-06,0.38,0.37,0.25,1.0,0.40249999999999997,0.13,0.38024456793632855,0.4808905717049035,0.2795985641677536,949.62,914.62,927.51
1997-11-13,0.45,0.38,0.17,1.0,0.40875,0.28,0.38024456793632855,0.4808905717049035,0.2795985641677536,935.9,900.16,928.35
1997-11-20,0.4,0.38,0.22,1.0,0.41000000000000003,0.18000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,963.09,938.23,963.09
1997-11-26,0.4,0.4,0.2,1.0,0.4125,0.2,0.38024456793632855,0.4808905717049035,0.2795985641677536,963.09,944.71,955.4
1997-12-04,0.49,0.33,0.18,1.0,0.42000000000000004,0.31,0.38024456793632855,0.4808905717049035,0.2795985641677536,986.25,966.16,983.79
1997-12-11,0.46,0.37,0.17,1.0,0.42374999999999996,0.29000000000000004,0.38024456793632855,0.4808905717049035,0.2795985641677536,985.67,947.0,953.39
1997-12-18,0.4,0.41,0.19,1.0,0.42375,0.21000000000000002,0.38024456793632855,0.4808905717049035,0.2795985641677536,974.3,924.92,946.78
1997-12-24,0.41,0.36,0.23,1.0,0.42375,0.17999999999999997,0.38024456793632855,0.4808905717049035,0.2795985641677536,956.73,932.7,936.46
1997-12-31,0.34,0.35,0.31,1.0,0.41875,0.030000000000000027,0.38024456793632855,0.4808905717049035,0.2795985641677536,975.02,936.46,975.04
1998-01-08,0.42,0.4,0.18,1.0,0.415,0.24,0.38024456793632855,0.4808905717049035,0.2795985641677536,982.63,921.72,927.69
1998-01-16,0.38,0.45,0.17,1.0,0.4125,0.21,0.38024456793632855,0.4808905717049035,0.2795985641677536,965.12,912.83,961.51
